label,content,content_de
fear,"But he would not, and said that it would be a very hazardous thing; for if the least ray of the torch-light should fall upon him his enchantment would become still worse, for he should be changed into a dove, and be forced to wander about the world for seven long years.","Aber er wollte nicht und sagte, dass es eine sehr gefährliche Sache wäre; denn wenn der kleinste Strahl des Fackellichts auf ihn fallen sollte, würde sein Zauber noch schlimmer werden, denn er würde in eine Taube verwandelt und gezwungen werden, sieben lange Jahre in der Welt umherzuwandern."
sadness,"This said, he flew out at the door, and poor Lily followed; and every now and then a white feather fell, and showed her the way she was to journey.","Als er dies gesagt hatte, flog er zur Tür hinaus und die arme Lily folgte; und hin und wieder fiel eine weiße Feder und zeigte ihr den Weg, den sie gehen sollte."
sadness,"""Now,"" thought she to herself, ""no aid of man can be of use to me.""","""Nun"", dachte sie bei sich, ""kann mir keine menschliche Hilfe mehr nützen."""
sadness,"Thus the unhappy traveller was again forsaken and forlorn; but she took heart and said, ""As far as the wind blows, and so long as the cock crows, I will journey on, till I find him once again.""","So war der unglückliche Reisende wieder verlassen und verlassen; aber sie faßte Mut und sagte: ""So weit der Wind weht und der Hahn kräht, will ich weiterziehen, bis ich ihn wiederfinde."""
sadness,"Then poor Lily was led away, and forced to give up the golden dress; and when she saw that there was no help for her, she went out into a meadow, and sat herself down and wept.","Dann wurde die arme Lily weggeführt und gezwungen, das goldene Kleid aufzugeben; und als sie sah, dass ihr nichts zu helfen war, ging sie hinaus auf eine Wiese, setzte sich nieder und weinte."
joy,"And she rose up and drove them before her, till the bride saw them from her window, and was so pleased that she came forth and asked her if she would sell the brood.","Und sie machte sich auf und trieb sie vor sich her, bis die Braut sie von ihrem Fenster aus sah und sich so freute, dass sie herauskam und sie fragte, ob sie die Brut verkaufen wolle."
joy,"Then the prince took care to throw away the sleeping draught; and when Lily came and began again to tell him what woes had befallen her, and how faithful and true to him she had been, he knew his beloved wife""s voice, and sprang up, and said, ""You have awakened me as from a dream, for the strange princess had thrown a spell around me, so that I had altogether forgotten you; but Heaven hath sent you to me in a lucky hour.""","Dann sorgte der Prinz dafür, den Schlaftrunk wegzuwerfen; und als Lily kam und wieder anfing, ihm zu erzählen, welche Leiden sie befallen hatten und wie treu und treu sie ihm gewesen war, erkannte er die Stimme seiner geliebten Frau, sprang auf und sagte: „Du hast mich wie aus dem Schlaf erweckt ein Traum, denn die fremde Prinzessin hatte mich verzaubert, sodass ich dich ganz vergessen hatte; aber der Himmel hat dich in einer glücklichen Stunde zu mir gesandt."
joy,"There they found their child, now grown up to be comely and fair; and after all their troubles they lived happily together to the end of their days.","Dort fanden sie ihr Kind, das nun schön und schön herangewachsen war; und nach all ihren Schwierigkeiten lebten sie bis ans Ende ihrer Tage glücklich zusammen."
joy,"Once upon a time there was a dear little girl who was loved by everyone who looked at her, but most of all by her grandmother, and there was nothing that she would not have given to the child.","Es war einmal ein liebes kleines Mädchen, das wurde von allen geliebt, die es ansahen, am meisten aber von seiner Großmutter, und es gab nichts, was sie dem Kind nicht gegeben hätte."
sadness,"One day her mother said to her: ""Come, Little Red-Cap, here is a piece of cake and a bottle of wine; take them to your grandmother, she is ill and weak, and they will do her good.","Eines Tages sagte ihre Mutter zu ihr: „Komm, Rotkäppchen, hier ist ein Stück Kuchen und eine Flasche Wein, bring sie zu deiner Großmutter, sie ist krank und schwach, und sie werden ihr gut tun."
joy,"The wolf thought to himself: ""What a tender young creature! what a nice plump mouthful--she will be better to eat than the old woman.",Der Wolf dachte bei sich: „Was für ein zartes junges Geschöpf! was für ein schöner dicker Bissen – sie wird besser zu fressen sein als die alte Frau.
fear,"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: ""Ah, how frightened I have been!","Als er zwei Schnitte gemacht hatte, sah er das Rotkäppchen leuchten, und dann machte er noch zwei Schnitte, und das kleine Mädchen sprang heraus und rief: „Ach, wie habe ich mich erschrocken!"
joy,Then all three were delighted.,Da waren alle drei begeistert.
joy,"But Red-Cap went joyously home, and no one ever did anything to harm her again.","Aber Rotkäppchen ging fröhlich nach Hause, und niemand tat ihr je wieder etwas zuleide."
fear,"She walked over the meadow, and presently she came upon a baker""s oven full of bread, and the loaves cried out to her, ""Take us out, take us out, or alas! we shall be burnt to a cinder; we were baked through long ago.""","Sie ging über die Wiese, und alsbald kam sie an einen Bäckerofen voll Brot, und die Brote riefen ihr zu: „Hol uns raus, hol uns raus, oder ach! wir werden zu Asche verbrannt; wir sind längst durchgebacken."""
fear,"The next thing she came to was a little house, and there she saw an old woman looking out, with such large teeth, that she was terrified, and turned to run away.","Als nächstes kam sie zu einem kleinen Haus, und dort sah sie eine alte Frau mit so großen Zähnen herausschauen, dass sie erschrak und sich umdrehte, um davonzulaufen."
joy,"The old woman spoke so kindly, that the girl summoned up courage and agreed to enter into her service.","Die alte Frau sprach so freundlich, dass das Mädchen Mut zusammennahm und sich bereit erklärte, in ihren Dienst zu treten."
sadness,"So she stayed on with Mother Holle for some time, and then she began to grow unhappy.","So blieb sie einige Zeit bei Mutter Holle, und dann fing sie an, unglücklich zu werden."
sadness,"She could not at first tell why she felt sad, but she became conscious at last of great longing to go home; then she knew she was homesick, although she was a thousand times better off with Mother Holle than with her mother and sister.","Sie konnte zunächst nicht sagen, warum sie traurig war, aber schließlich wurde ihr eine große Sehnsucht bewusst, nach Hause zu gehen; dann merkte sie, dass sie Heimweh hatte, obwohl sie bei Mutter Holle tausendmal besser dran war als bei Mutter und Schwester."
sadness,"After waiting awhile, she went to Mother Holle and said, ""I am so homesick, that I cannot stay with you any longer, for although I am so happy here, I must return to my own people.""","Nach einer Weile des Wartens ging sie zu Frau Holle und sagte: ""Ich habe so Heimweh, dass ich nicht länger bei Ihnen bleiben kann, denn obwohl ich hier so glücklich bin, muss ich zu meinen eigenen Leuten zurückkehren."""
joy,"Then Mother Holle said, ""I am pleased that you should want to go back to your own people, and as you have served me so well and faithfully, I will take you home myself.""","Da sagte Mutter Holle: ""Ich freue mich, dass Sie zu Ihren eigenen Leuten zurückkehren wollen, und da Sie mir so gut und treu gedient haben, bringe ich Sie selbst nach Hause."""
joy,"Then she went in to her mother and sister, and as she was so richly covered with gold, they gave her a warm welcome.","Dann ging sie zu ihrer Mutter und ihrer Schwester hinein, und da sie so reich mit Gold bedeckt war, hießen sie sie herzlich willkommen."
fear,"""Take us out, take us out, or alas! we shall be burnt to a cinder; we were baked through long ago,"" cried the loaves as before.","""Hol uns raus, hol uns raus, oder ach! wir werden zu Asche verbrannt; wir sind längst durchgebacken,"" riefen die Brote wie zuvor."
joy,"The first day she was very obedient and industrious, and exerted herself to please Mother Holle, for she thought of the gold she should get in return.","Am ersten Tag war sie sehr gehorsam und fleißig und bemühte sich, Mutter Holle zu gefallen, denn sie dachte an das Gold, das sie dafür bekommen sollte."
joy,"The lazy girl was delighted at this, and thought to herself, ""The gold will soon be mine.""","Das faule Mädchen freute sich darüber und dachte bei sich: ""Das Gold wird bald mein sein."""
joy,The dog liked this plan very well; and accordingly so it was managed.,Dem Hund gefiel dieser Plan sehr gut; und dementsprechend wurde es auch gehandhabt.
joy,So from this time forward Sultan had all that he could wish for.,"Von diesem Zeitpunkt an hatte Sultan also alles, was er sich wünschen konnte."
joy,"Then Rapunzel lost her fear, and when he asked her if she would take him for her husband, and she saw that he was young and handsome, she thought: ""He will love me more than old Dame Gothel does""; and she said yes, and laid her hand in his.","Da verlor Rapunzel ihre Angst, und als er sie fragte, ob sie ihn zu ihrem Mann nehmen würde, und sie sah, dass er jung und gutaussehend war, dachte sie: „Er wird mich mehr lieben als die alte Dame Gothel“; und sie sagte ja und legte ihre Hand in seine."
sadness,"The king""s son was beside himself with pain, and in his despair he leapt down from the tower.","Der Königssohn war außer sich vor Schmerz, und in seiner Verzweiflung sprang er vom Turm herunter."
sadness,"Then he wandered quite blind about the forest, ate nothing but roots and berries, and did naught but lament and weep over the loss of his dearest wife.","Dann irrte er ganz blind durch den Wald, aß nichts als Wurzeln und Beeren und tat nichts, als über den Verlust seiner liebsten Frau zu klagen und zu weinen."
sadness,"Thus he roamed about in misery for some years, and at length came to the desert where Rapunzel, with the twins to which she had given birth, a boy and a girl, lived in wretchedness.","So irrte er einige Jahre im Elend umher und kam endlich in die Wüste, wo Rapunzel mit den Zwillingen, die sie geboren hatte, einem Jungen und einem Mädchen, in Elend lebte."
joy,"He led her to his kingdom where he was joyfully received, and they lived for a long time afterwards, happy and contented.","Er führte sie in sein Königreich, wo er freudig empfangen wurde, und sie lebten danach noch lange glücklich und zufrieden."
